City,Airport,Lat,Lon
"Bismarck, United States",BIS,46.775842,-100.757931
"Telluride, United States",TEX,37.953759,-107.90848
"Rapid City, United States",RAP,44.045278,-103.057222
"Carlsbad, United States",CLD,33.0742,-117.1648
"Flint, United States",FNT,42.965424,-83.743629
"Redding, United States",RDD,40.509,-122.293389
"Eugene, United States",EUG,44.124583,-123.211972
"Idaho Falls, United States",IDA,43.514556,-112.07075
"Medford, United States",MFR,42.374228,-122.8735
"Redmond-Bend, United States",RDM,44.254066,-121.149964
"Akron, United States",CAK,40.9160833,-81.4421944
"Huntsville, United States",HSV,34.6371944,-86.7750556
"PARKERSBURG, United States",PKB,39.3451039,-81.4392031
"MONTGOMERY, United States",MGM,32.3006389,-86.3939722
"BRISTOL, United States",TRI,36.4752222,-82.4074167
"PADUCAH, United States",PAH,37.0602875,-88.7729583
"Kalispell, United States",FCA,48.310472,-114.256
"Page, United States",PGA,36.9261,-111.4483
"Saginaw, United States",MBS,43.532913,-84.079647
"Binghamton, United States",BGM,42.208689,-75.979839
"Blythe, United States",BLH,33.619167,-114.716889
"Petersburg, United States",PSG,56.801667,-132.945278
"Sanford, United States",SFB,28.777639,-81.237489
"Johnstown, United States",JST,40.316111,-78.833889
"Missoula, United States",MSO,46.916306,-114.090556
"Grand Canyon, United States",GCN,35.9523611,-112.1469722
"Sugar Land, United States",SGR,29.62225,-95.6565278
"Denver, United States",APA,39.570129,-104.849294
"Clovis, United States",CVN,34.425139,-103.079278
"Fort Stockton, United States",FST,30.915667,-102.916139
"Las Vegas, United States",LVS,35.654222,-105.142389
"Houston, United States",IWS,29.818194,-95.672611
"La Junta, United States",LHX,38.049719,-103.509431
"Las Cruces, United States",LRU,32.289417,-106.921972
"Breckenridge, United States",BKD,32.719047,-98.891
"Temple, United States",TPL,31.1525,-97.407778
"Ozona, United States",OZA,30.735281,-101.202972
"Waikoloa Village, United States",WKL,19.9136,-155.864
"Vail, United States",EGE,39.642556,-106.917694
"Richmond Heights, United States",CGF,41.565124,-81.4863555
"Mansfield, United States",MFD,40.8214167,-82.5166389
"Columbus, United States",CSG,32.5163333,-84.9388611
"Lawton, United States",LAW,34.5677144,-98.4166367
"Fort Collins, United States",FNL,40.451828,-105.011336
"Flagstaff, United States",FLG,35.140318,-111.6692392
"South Lake Tahoe, United States",TVL,38.893889,-119.995278
"Twin Falls, United States",TWF,42.481803,-114.487733
"Vineyard Haven MA, United States",MVY,41.391667,-70.615278
"Newport RI, United States",UUU,41.533056,-71.282222
"Springfield VT, United States",VSF,43.343333,-72.517222
"Concord NH, United States",CON,43.20267,-71.50233
"Sanford ME, United States",SFM,43.39383,-70.708
"Groton CT, United States",GON,41.330056,-72.045139
"Saint Cloud, United States",STC,45.546556,-94.059889
"Columbus Mississippi, United States",GTR,33.450333,-88.591361
"Hoquiam, United States",HQM,46.9711944,-123.9365556
"Erie, United States",ERI,42.082022,-80.176217
"Barnstable, United States",HYA,41.669336,-70.280356
"Sedona, United States",SDX,34.848628,-111.788472
"Morgantown, United States",MGW,39.642908,-79.916314
"Charleston, United States",CRW,38.373147,-81.593189
"Scranton, United States",AVP,41.338478,-75.723403
"Bemidji, United States",BJI,47.510722,-94.934722
"Fargo, United States",FAR,46.92065,-96.8157639
"Kansas City, United States",MKC,39.1275,-94.598889
"Mesa, United States",AZA,33.307833,-111.655
"Gillette, United States",GCC,44.3489167,-105.5393611
"Santa Ana, United States",NZJ,33.676132,-117.731164
"East Tawas, United States",ECA,44.311,-83.422
"State College Pennsylvania, United States",SCE,40.849278,-77.848694
"Meridian, United States",MEI,32.332624,-88.751868
"Springfield, United States",SPI,39.8441,-89.677889
"Cortez, United States",CEZ,37.303,-108.628056
"Hayden, United States",HDN,40.481181,-107.21766
"Gallup, United States",GUP,35.511058,-108.789308
"Liberal, United States",LBL,37.044222,-100.95986
"Lamar, United States",LAA,38.069694,-102.6885
"Goodland, United States",GLD,39.370621,-101.698992
"Cody, United States",COD,44.520194,-109.023806
"Springfield, United States",SGF,37.245667,-93.388639
"Joplin, United States",JLN,37.151814,-94.498269
"Allentown, United States",ABE,40.652083,-75.440806
"Bentonville, United States",XNA,36.2818694,-94.3068111
"South Bend, United States",SBN,41.708661,-86.31725
"Washington, United States",ZWU,38.89746,-77.00643
"Fort Wayne IN, United States",SMD,41.143353,-85.152778
"Arcata CA, United States",ACV,40.978111,-124.108611
"Austin TX, United States",ATT,30.31666,-97.7666
"Jacksonville NC, United States",OAJ,34.829164,-77.612139
"Tuscaloosa AL, United States",TCL,33.220627,-87.611403
"Dubuque IA, United States",DBQ,42.402,-90.709472
"Molokai, United States",LUP,21.211,-156.974
"Wrangell, United States",WRG,56.4843,-132.37
"Chevak, United States",VAK,61.5338,-165.584
"Aniak, United States",ANI,61.5816,-159.543
"Mountain Village, United States",MOU,62.0954,-163.682
"Mcgrath, United States",MCG,62.9529,-155.606
"Kalskag, United States",KLG,61.5363,-160.341
"Haines, United States",HNS,59.2438,-135.524
"Holy Cross, United States",HCR,62.1883,-159.775
"Skagway, United States",SGY,59.4601,-135.316
"Gustavus, United States",GST,58.4253,-135.707
"Adak Island, United States",ADK,51.878,-176.646
"Yakima, United States",YKM,46.5682,-120.544
"Worland, United States",WRL,43.9657,-107.951
"Valdosta, United States",VLD,30.7825,-83.2767
"Victoria, United States",VCT,28.8526,-96.9185
"Quincy, United States",UIN,39.9427,-91.1946
"Tupelo, United States",TUP,34.2681,-88.7699
"Santa Maria, United States",SMX,34.8989,-120.457
"Salina, United States",SLN,38.791,-97.6522
"Saranac Lake, United States",SLK,44.3853,-74.2062
"Sheridan, United States",SHR,44.7692,-106.98
"San Luis Obispo, United States",SBP,35.2368,-120.642
"Rutland, United States",RUT,43.5294,-72.9496
"Rock Springs, United States",RKS,41.5942,-109.065
"Rhinelander, United States",RHI,45.6312,-89.4675
"Reading, United States",RDG,40.3785,-75.9652
"Portsmouth, United States",PSM,43.0779,-70.8233
"Pellston, United States",PLN,45.5709,-84.7967
"Pierre, United States",PIR,44.3827,-100.286
"Pocatello, United States",PIH,42.9098,-112.596
"Hattiesburg/Laurel, United States",PIB,31.4671,-89.3371
"Owensboro, United States",OWB,37.7401,-87.1668
"North Bend, United States",OTH,43.4171,-124.246
"Muscle Shoals, United States",MSL,34.7453,-87.6102
"Miles City, United States",MLS,46.428,-105.886
"Muskegon, United States",MKG,43.1695,-86.2382
"Lynchburg, United States",LYH,37.3267,-79.2004
"Lewistown, United States",LWT,47.0493,-109.467
"Lancaster, United States",LNS,40.1217,-76.2961
"Klamath Falls, United States",LMT,42.1561,-121.733
"Lebanon, United States",LEB,43.6261,-72.3042
"North Platte, United States",LBF,41.1262,-100.684
"Latrobe, United States",LBE,40.2759,-79.4048
"Laramie, United States",LAR,41.3121,-105.675
"Jamestown, United States",JMS,46.9297,-98.6782
"Kirksville, United States",IRK,40.0935,-92.5449
"Huntington, United States",HTS,38.3667,-82.558
"Hot Springs, United States",HOT,34.478,-93.0962
"Grand Island, United States",GRI,40.9675,-98.3096
"Glasgow, United States",GGW,48.2125,-106.615
"Fayetteville, United States",FAY,34.9912,-78.8803
"New Bedford, United States",EWB,41.6761,-70.9569
"Elko, United States",EKO,40.8249,-115.792
"Eau Claire, United States",EAU,44.8658,-91.4843
"Du Bois, United States",DUJ,41.1783,-78.8987
"Dodge City, United States",DDC,37.7634,-99.9656
"Hancock, United States",CMX,47.1684,-88.4891
"Port Angeles, United States",CLM,48.1202,-123.5
"Clarksburg, United States",CKB,39.2966,-80.2281
"Sault Ste Marie, United States",CIU,46.2508,-84.4724
"Cape Girardeau, United States",CGI,37.2253,-89.5708
"Crescent City, United States",CEC,41.7802,-124.237
"Burlington, United States",BRL,40.7832,-91.1255
"Brunswick, United States",BQK,31.2588,-81.4665
"Beckley, United States",BKW,37.7873,-81.1242
"Scottsbluff, United States",BFF,41.874,-103.596
"Bradford, United States",BFD,41.8031,-78.6401
"Watertown, United States",ATY,44.914,-97.1547
"Alpena, United States",APN,45.0781,-83.5603
"Walla Walla, United States",ALW,46.0949,-118.288
"Waterloo, United States",ALO,42.5571,-92.4003
"Alamogordo, United States",ALM,32.8399,-105.991
"Athens, United States",AHN,33.9486,-83.3263
"Albany, United States",ABY,31.5355,-84.1945
"Aberdeen, United States",ABR,45.4491,-98.4218
"Aleknagik, United States",WKK,59.2826,-158.618
"Brookings, United States",BKX,44.3048,-96.8169
"Bluefield, United States",BLF,37.2958,-81.2077
"Kearney, United States",EAR,40.727,-99.0068
"Greenville, United States",GLH,33.4829,-90.9856
"Bullhead, United States",IFP,35.1574,-114.56
"Kingman, United States",IGM,35.2595,-113.938
"Pasco, United States",PSC,46.2647,-119.119
"Akutan, United States",KQA,54.1325,-165.785
"Silver City, United States",SVC,32.6365,-108.156
"Lopez, United States",LPS,48.4839,-122.938
"Worcester, United States",ORH,42.2673,-71.8757
"New Haven, United States",ZVE,41.298669,-72.925992
"Bremerton, United States",PWT,47.490244,-122.764814
"Spencer, United States",SPW,43.165527,-95.202805
"Jefferson City, United States",JEF,38.5912,-92.1561
"Grand Canyon West, United States",GCW,35.5925,-113.4859
"Boulder City, United States",BLD,35.5651,-114.514
"Provincetown, United States",PVC,42.071945,-70.22139
"Seattle, United States",LKE,47.629,-122.339
"Fullerton, United States",FUL,33.521925,-117.584722
"Hailey, United States",SUN,43.504444,-114.296194
"Mason City, United States",MCW,43.2247,-93.4067
"St. Marys, United States",1OH,40.5553253,-84.3866186
"Wenatchee, United States",EAT,47.398,-120.206
"Oshkosh, United States",OSH,44.024983,-88.551336
"Benton Harbor, United States",BEH,42.1285833,-86.4285
"Waukesha, United States",UES,43.0410278,-88.2370556
"Greenwood, United States",10C,42.4028889,-88.3751111
"Everglades, United States",X01,25.8488611,-81.3902778
"Togiak Village, United States",TOG,59.0528,-160.397
"Port Heiden, United States",PTH,56.9591,-158.633
"King Cove, United States",KVC,55.1163,-162.266
"New Stuyahok, United States",KNW,59.4499,-157.328
"Igiugig, United States",IGG,59.324,-155.902
"Deering, United States",DRG,66.0696,-162.766
"Sand Point, United States",SDP,55.315,-160.523
"Hagerstown, United States",HGR,39.7079,-77.7295
"Port Clarence, United States",KPC,65.2537,-166.859
"Arctic Village, United States",ARC,68.1147,-145.579
"Noatak, United States",WTK,67.5661,-162.975
"Savoonga, United States",SVA,63.6864,-170.493
"Shishmaref, United States",SHH,66.2496,-166.089
"Ruby, United States",RBY,64.7272,-155.47
"Point Hope, United States",PHO,68.3488,-166.799
"Mekoryuk, United States",MYU,60.3714,-166.271
"Kivalina, United States",KVL,67.7362,-164.563
"St Mary's, United States",KSM,62.0605,-163.302
"Kaltag, United States",KAL,64.3191,-158.741
"Hooper Bay, United States",HPB,61.5239,-166.147
"Gambell, United States",GAM,63.7668,-171.733
"Atqasuk, United States",ATK,70.4673,-157.436
"Anvik, United States",ANV,62.6467,-160.191
"Anaktuvuk Pass, United States",AKP,68.1336,-151.743
"Gary, United States",GYY,41.6163,-87.4128
"Brainerd, United States",BRD,46.398308,-94.138078
"Lewisburg, United States",LWB,37.858333,-80.399444
"Greenville, United States",PGV,35.635278,-77.385278
"Chefornak, United States",CYF,60.149167,-164.285556
"Oxnard, United States",OXR,34.200833,-119.207222
"Branson, United States",BKG,36.531994,-93.200556
"Baltimore, United States",ZBP,39.307222,-76.615556
"New York, United States",ZYP,40.7505,-73.9935
"Scotia NY, United States",SCH,42.85245555,-73.928866666
"St. Augustine Airport, United States",UST,29.959167,-81.339722
"Santa Rosa, United States",STS,38.508978,-122.81288
"Kissimmee, United States",ISM,28.289806,-81.437083
"Lake City, United States",LCQ,30.181944,-82.576944
"Logan, United States",LGU,41.791,-111.852
"Brigham City, United States",BMC,41.552,-112.062
"Malad City, United States",MLD,42.17,-112.289
"Aspen, United States",ASE,39.2232,-106.869
"Hilton Head, United States",HHH,32.216,-80.752
"Philadelphia, United States",ZFV,39.9557,-75.182
"Brownwood, United States",BWD,31.7936111,-98.9565
"Mexia, United States",LXY,31.6411783,-96.5144594
"Kerrville, United States",ERV,29.9766667,-99.0854722
"Georgetown, United States",GED,38.689194,-75.358889
"Great Bend, United States",GBN,38.344167,-98.859167
"Hays, United States",HYS,38.8422,-99.2732
"Null, United States",SUS,38.662119,-90.652044
"Ely, United States",LYU,47.824444,-91.830833
"Grand Rapids MN, United States",GPZ,47.211111,-93.509722
"Thief River Falls, United States",TVF,48.065556,-96.185
"Eagle River, United States",EGV,45.932333,-89.268283
"Minocqua - Woodruff, United States",ARV,45.927778,-89.730833
"Ankeny, United States",IKV,41.691389,-93.566389
"Corpus Christi, United States",NGP,27.692701,-97.290376
"Catalina Island, United States",AVX,33.405,-118.415833
"Mojave, United States",MHV,35.059364,-118.151856
"Kenmore, United States",KEH,47.7548,-122.259
"Hutchinson, United States",HUT,38.0655,-97.8606
"Eagle, United States",EGA,39.6427611,-106.9159347
"Rosecrans, United States",STJ,39.771944,-94.909706
"Hartford, United States",ZRT,41.76888,-72.6815
"Stamford, United States",ZTF,41.046937,-73.541493
"Newark, United States",ZRP,40.734722,-74.164167
"Camp Douglas, United States",VOK,43.938956,-90.253433
"Beauford, United States",BFT,32.41083,-80.635
"Gunnison, United States",GUC,38.533889,-106.933056
"Torrance, United States",TOA,33.803392,-118.339611
"Manistee, United States",MBL,44.2725,-86.246944
"Punta Gorda, United States",PGD,26.919722,-81.990556
"Grand Canyon, United States",JGC,35.96666666,-112.13333333
"Frenchville, United States",WFK,47.285556,-68.312778
"Jamestown, United States",JHW,42.153333,-79.258056
"Somerset, United States",SME,37.053611,-84.615556
"Weyers Cave, United States",SHD,38.263889,-78.896389
"Devils Lake, United States",DVL,48.114444,-98.908611
"Dickinson, United States",DIK,46.7975,-102.801944
"Sidney, United States",SDY,47.706944,-104.1925
"Chadron, United States",CDR,42.8375,-103.095556
"Alliance, United States",AIA,42.053333,-102.803889
"McCook, United States",MCK,40.206389,-100.592222
"Marathon, United States",MTH,24.726111,-81.051389
"Glendive, United States",GDV,47.138611,-104.807222
"Wolf Point, United States",OLF,48.094444,-105.575
"West Yellowstone, United States",WYS,44.688333,-111.1175
"Alamosa, United States",ALS,37.435,-105.866667
"Moab, United States",CNY,38.755,-109.754722
"Ely, United States",ELY,39.299722,-114.841944
"Vernal, United States",VEL,40.440833,-109.51
"Ruidoso, United States",SRR,33.46285,-105.534751
"Show Low, United States",SOW,34.265556,-110.005556
"McCall, United States",MYL,44.889722,-116.101389
"Salmon, United States",SMN,45.123889,-113.881389
"Mammoth Lakes, United States",MMH,37.624049,-118.837772
"Friday Harbor, United States",FRD,48.521944,-123.024444
"Eastsound, United States",ESD,48.708056,-122.910556
"Anacortes, United States",OTS,48.498889,-122.6625
"Astoria, United States",AST,46.157972,-123.878694
"Newport, United States",ONP,44.580361,-124.057917
"Emmonak, United States",EMK,62.786111,-164.490833
"Unalakleet, United States",UNK,63.888333,-160.798889
"Kuparuk, United States",UUK,70.330833,-149.5975
"Shageluk, United States",SHX,62.692222,-159.569167
"Chuathbaluk, United States",CHU,61.579167,-159.215556
"Nuiqsut, United States",NUI,70.21,-151.005556
"Eek, United States",EEK,60.213611,-162.043889
"Kasigluk, United States",KUK,60.873333,-162.524444
"Kwethluk, United States",KWT,60.790278,-161.443611
"Kwigillingok, United States",KWK,59.876389,-163.168611
"Marshall, United States",MLL,61.8646418,-162.026111
"Russian Mission, United States",RSH,61.775,-161.319444
"Tuntutuliak, United States",WTL,60.335278,-162.666944
"Ekwok, United States",KEK,59.356944,-157.471111
"Koliganek, United States",KGK,59.726667,-157.259444
"Levelock, United States",KLL,59.128056,-156.858611
"Manokotak, United States",KMO,58.990278,-159.05
"Twin Hills, United States",TWA,59.074444,-160.275
"Chalkyitsik, United States",CIK,66.645,-143.74
"Eagle, United States",EAA,64.778056,-141.149722
"Hughes, United States",HUS,66.039167,-154.264722
"Huslia, United States",HSL,65.697778,-156.351389
"Livingood, United States",LIV,65.531111,-148.541111
"Minto, United States",MNT,65.143611,-149.37
"Nulato, United States",NUL,64.729444,-158.074167
"Rampart, United States",RMP,65.507778,-150.140833
"Tanana, United States",TAL,65.179556,-152.075833
"Venetie, United States",VEE,67.008611,-146.366389
"Beaver, United States",WBQ,66.362222,-147.406667
"Central, United States",CEM,65.573889,-144.780833
"Shungnak, United States",SHG,66.888056,-157.1625
"Brich Creek, United States",KBC,66.256708,-145.815319
"Coldfoot, United States",CXF,67.251389,-150.176111
"Inyokern, United States",IYK,35.658889,-117.829444
"Visalia, United States",VIS,36.318611,-119.392778
"Merced, United States",MCE,37.284722,-120.513889
"Angoon, United States",AGN,57.503611,-134.585
"Elfin Cove, United States",ELV,58.195278,-136.3475
"Tenakee Springs, United States",TKE,57.779722,-135.218333
"Pelican, United States",PEC,57.955278,-136.236389
"Sitka, United States",CYM,57.515,-134.946111
"Funter Bay, United States",FNR,58.254444,-134.897778
"Excursion Inlet, United States",EXI,58.420556,-135.449167
"Hoonah, United States",HNH,58.096111,-135.409722
"Kake, United States",AFE,56.961389,-133.910278
"Craig, United States",CGA,55.478889,-133.147778
"Hollis, United States",HYL,55.481667,-132.646111
"Metakatla, United States",MTM,55.131111,-131.578056
"Thorne Bay, United States",KTB,55.688056,-132.536667
"Hydaburg, United States",HYG,55.206389,-132.828333
"Hyder, United States",WHD,55.903333,-130.006667
"Point Baker, United States",KPB,56.351944,-133.6225
"Port Protection, United States",PPV,56.328889,-133.61
"North Whale Pass, United States",WWP,56.116389,-133.121667
"Chignik Lake, United States",KCQ,56.255,-158.775278
"Egegik, United States",EGX,58.185556,-157.375556
"Chignik Lagoon, United States",KCL,56.311111,-158.534167
"Chignik, United States",KBW,56.295556,-158.401398
"Perryville, United States",KPV,55.906667,-159.160833
"Pilot Point, United States",PIP,57.585393,-157.571944
"South Naknek, United States",WSN,58.702222,-157.0025
"Akhiok, United States",AKK,56.938611,-154.1825
"Karluk, United States",KYK,57.566944,-154.450278
"Larsen Bay, United States",KLN,57.535,-153.976667
"Old Harbor, United States",OLH,57.218056,-153.269722
"Ouzinkie, United States",KOZ,57.922876,-152.500511
"Port Lions, United States",ORI,57.885278,-152.846111
"Lazy Bay, United States",ALZ,56.899444,-154.247778
"Amook Bay, United States",AOS,57.471389,-153.815278
"Kitoi Bay, United States",KKB,58.190833,-152.370556
"Moser Bay, United States",KMY,57.025556,-154.145833
"Olga Bay, United States",KOY,57.161389,-154.229722
"Port Bailey, United States",KPY,57.93,-153.040556
"Port Williams, United States",KPR,58.49,-152.582222
"Seal Bay, United States",SYB,58.166667,-152.5
"San Juan, United States",WSJ,57.730278,-153.320556
"West Point, United States",KWP,57.77,-153.548889
"Zachar Bay, United States",KZB,57.55,-153.75
"Ambler, United States",ABL,67.106389,-157.8575
"Buckland, United States",BKC,65.981667,-161.149167
"Kiana, United States",IAN,66.975833,-160.436667
"Kobuk, United States",OBU,66.912222,-156.897222
"Noorvik, United States",ORV,66.8175,-161.022222
"Selawik, United States",WLK,66.6,-159.985833
"Brevig Mission, United States",KTS,65.331389,-166.465833
"Elim, United States",ELI,64.615,-162.270556
"Golovin, United States",GLV,64.550556,-163.007222
"Teller, United States",TLA,65.240278,-166.339444
"Wales, United States",WAA,65.6225,-168.095
"White Mountain, United States",WMO,64.689167,-163.412778
"Council, United States",CIL,64.897778,-163.703333
"Koyuk, United States",KKA,64.939444,-161.154167
"St. Michael, United States",SMK,63.49,-162.110278
"Shaktoolik, United States",SKK,64.371111,-161.223889
"Stebbins, United States",WBB,63.515833,-162.278056
"Tin City, United States",TNC,65.563056,-167.921667
"Atka, United States",AKB,52.220278,-174.206389
"Nikolski, United States",IKO,52.941667,-168.848889
"Icy Bay, United States",ICY,59.968889,-141.661667
"Yakataga, United States",CYT,60.081901,-142.493611
"Alakanuk, United States",AUK,62.68,-164.66
"Nunam Iqua, United States",SXP,62.520556,-164.847778
"Kipnuk, United States",KPN,59.933056,-164.030556
"False Pass, United States",KFP,54.8475,-163.410278
"Nelson Lagoon, United States",NLG,56.0075,-161.160278
"Cold Bay, United States",PML,56.006111,-160.560833
"Klawock, United States",KLW,55.579167,-133.076111
"Quinhagak, United States",KWN,59.755,-161.845278
"Kotlik, United States",KOT,63.030556,-163.532778
"Koyukuk, United States",KYU,64.875833,-157.730556
"Scammon Bay, United States",SCM,61.845278,-165.571389
"Nondalton, United States",NNL,59.966944,-154.851667
"Pedro Bay, United States",PDB,59.782222,-154.1325
"Nunapitchuk, United States",NUP,60.905833,-162.439167
"Kongiganak, United States",KKH,59.960833,-162.881111
"Nikolai, United States",NIB,63.010833,-154.383889
"Takotna, United States",TCT,62.971944,-156.082778
"Pilot Station, United States",PQS,61.934444,-162.899444
"Akiak, United States",AKI,60.902778,-161.230556
"Tuluksak, United States",TLT,61.096944,-160.969444
"Grayling, United States",KGX,62.894444,-160.065
"Wainwright, United States",AIN,70.638056,-159.994722
"Chenega, United States",NCN,60.077222,-147.991944
"Chisana, United States",CZN,62.071111,-142.048333
"Tok, United States",6K8,63.329444,-142.953611
"Circle, United States",IRC,65.827778,-144.076111
"Coffman Cove, United States",KCC,56.014722,-132.833889
"Crooked Creek, United States",CKD,61.867778,-158.135
"Red Devil, United States",RDV,61.788056,-157.350278
"Sleetmute, United States",SLQ,61.700566,-157.165833
"Stony River, United States",SRV,61.7875,-156.591111
"Healy, United States",HKB,63.8675,-148.968889
"Kake, United States",KAE,56.973056,-133.945556
"Klawock, United States",AQC,55.554658,-133.101693
"Lake Minchumina, United States",MHM,63.886111,-152.301944
"Manley Hot Springs, United States",MLY,64.9975,-150.644167
"St. George, United States",STG,56.577222,-169.663611
"Tatitlek, United States",TEK,60.8725,-146.691111
"Ketchikan, United States",WFB,55.344444,-131.663333
"East St. Louis, United States",CPS,38.5707244,-90.1562211
"Martinsburg, United States",MRB,39.2407,-77.591
"Rock Hill, United States",RKH,34.9878,-81.0572
"Pittsburgh, United States",AGC,40.3544,-79.9302
"Jacksonville, United States",NZC,30.2187,-81.8767
"Atlanta, United States",FTY,33.7791,-84.5214
"Ocean Isle Beach, United States",60J,33.9085056,-78.4366722
"Columbus, United States",OSU,40.0798,-83.073
"Addison, United States",ADS,32.9685594,-96.8364478
"Destin, United States",DTS,30.4000611,-86.4714772
"Fort Jefferson - Dry Tortugas, United States",RBN,24.61667,-82.86667
"Kinston, United States",ISO,35.331389,-77.608889
"Kill Devil Hills, United States",FFA,36.02,-75.67
"Provo, United States",PVU,40.21805555,-111.72222222
"Steamboat Springs, United States",SBS,40.51625,-106.8663056
"Delta, United States",DTA,39.3806386,-112.5077147
"Richfield, United States",RIF,38.7364361,-112.0989444
"Price, United States",PUC,39.609722,-110.75278
"Los Alamos, United States",LAM,35.8798019,-106.2694153
"Borrego Springs, United States",BXS,33.2590278,-116.3209722
"Lake Havasu City, United States",HII,34.5711111,-114.3582778
"Winslow, United States",INW,35.0219167,-110.7225278
"Douglas, United States",DGL,31.3426028,-109.5064544
"Bartow, United States",BOW,27.9434,-81.7834
"Livermore, United States",LVK,37.41362,-121.49133
"Mariposa, United States",MPI,37.3039,-120.0222
"Palm Springs, United States",TRM,33.626666,-116.1596667
"Santa Monica, United States",SMO,34.0158333,-118.4513056
"Palm Springs, United States",UDD,33.7484375,-116.2748133
"Scottsdale, United States",ZSY,33.6228889,-111.9105278
"Olympia, United States",OLM,46.9694044,-122.9025447
"Davis-Woodland-Winters, United States",DWA,38.5793889,-121.8569444
"Rifle, United States",RIL,39.5263056,-107.7269444
"SARATOGA, United States",SAA,41.4448594,-106.8235264
"Atlanta, United States",PDK,33.8756111,-84.3019722
"Bloomington, United States",BMG,39.1460208,-86.6166805
"Stuart, United States",SUA,27.1816996,-80.221294
"Morristown, United States",MMU,40.79935,-74.4148747
"Napa, United States",APC,38.2131944,-122.2806944
"San Diego, United States",SDM,32.5722722,-116.9801611
"Pahokee, United States",PHK,26.789,-80.692
"Panama City, United States",ECP,30.3417,-85.7973
"San Bernardino, United States",SBD,34.0953521,-117.2348722
"San Carlos, United States",SQL,37.511944,-122.249444
"Rocky Mount, United States",RWI,35.8563,-77.8919
"Soldotna, United States",SXQ,60.4749583,-151.0382389
"El Cajon, United States",SEE,32.8262222,-116.9724444
"Truckee, United States",TKF,39.3200422,-120.1395628
"Moultrie, United States",MGR,31.0849167,-83.80325
"Atlanta, United States",RYY,34.0131569,-84.5970556
"Oneonta, United States",ONH,42.524722,-75.064444
"Dell, United States",4U9,44.7357483,-112.7200133
"Livingston-Montana, United States",LVM,45.6993889,-110.4483056
"Big Timber, United States",6S0,45.8063889,-109.9811111
"Holland, United States",BIV,42.7427778,-86.1078333
"New York, United States",JRA,40.7545,-74.0071
"Lakeland, United States",LAL,27.9889167,-82.0185556
"New York, United States",IDL,40.639751,-73.778924
"Murrieta-Temecula, United States",RBK,33.5741791,-117.1284732
"Port Clinton, United States",PCW,41.5162703,-82.8694868
"Dayton, United States",MGY,39.5889722,-84.2248611
"Richmond, United States",RID,39.7561006,-84.8427175
"Findley, United States",FDY,41.0120278,-83.6686111
"Spearfish-South Dakota, United States",SPF,44.4811407,-103.7860053
"Olive Branch, United States",OLV,34.876944,-89.783333
"Broomfield-CO, United States",BJC,39.90888888,-105.11722222
"Salem, United States",SLE,44.9095,-123.003
"Tunica, United States",UTM,34.681,-90.3467
"Milwaukee, United States",MWC,43.1103889,-88.0344167
"Janesville, United States",JVL,42.62025,-89.0415556
"Arlington, United States",GKY,32.6638611,-97.0942778
"Lawrenceville, United States",LZU,33.9780761,-83.9623772
"Bowling Green, United States",BWG,36.9645278,-86.4196667
"Tulsa, United States",RVS,36.0396111,-95.9846389
"Bryce Canyon, United States",BCE,37.706444,-112.145806
"Burlington, United States",BUY,36.0485433,-79.4748892
"Olathe, United States",JCI,38.8309167,-94.8903056
"Easton, United States",ESN,38.8041667,-76.069
"Republic, United States",R49,48.7182058,-118.6564714
"Yuba City, United States",MYV,39.0553,-121.3411
"Duncan, United States",DUC,34.4713056,-97.9598611
"Chinle, United States",E91,36.1108806,-109.5754222
"Uvalde, United States",UVA,29.215429,-99.748962
"Lockport, United States",LOT,41.606326,-88.083003
"Urbana, United States",C16,40.144979,-88.200197
"Concord, United States",CCR,37.9896667,-122.0568889
"Ocean Reef Club Airport, United States",OCA,25.325393,-80.274775
"Springfield, United States",SGH,39.8402778,-83.8401667
"Miami, United States",MPB,25.7783,-80.1703
"Topeka, United States",TOP,39.068657,-95.622482
"Emporia, United States",EMP,38.3321,-96.1912
"DALLAS, United States",TKI,33.1779444,-96.5905278
"Chicago-Wheeling, United States",PWK,42.1142897,-87.9015376
"Kelso, United States",KLS,46.118,-122.898389
"Put-in-Bay, United States",3W2,41.3521,-82.497
"Port Townsend, United States",TWD,48.0314,-122.4838
"Lynden, United States",38W,48.9558961,-122.4581183
"Port Townsend, United States",0S9,48.0538086,-122.8106436
"Richmond, United States",ZRD,37.5343,-77.42945
"Wilmington, United States",ILN,39.42792,-83.792118
"Tucson, United States",AVW,32.409556,-111.218388
"Casa Grande, United States",CGZ,32.954889,-111.766832
"Buckeye, United States",BXK,33.420417,-112.68618
"Gila Bend, United States",E63,32.960169,-112.673636
"Athens, United States",MMI,35.39919,-84.56177
"Sterling, United States",STK,40.6153136,-103.2648454
"Rawlins, United States",RWL,41.8055975,-107.19994
"Caldwell, United States",CDW,40.8752222,-74.2813611
"Kaiser Lake Ozark, United States",AIZ,38.096035,-92.5494875
"Big Bear, United States",L35,34.2637778,-116.8560278
"Thomasville, United States",TVI,30.9017921,-83.8811285
"Henderson, United States",HSH,35.972778,-115.134444
"Tifton, United States",TMA,31.4289814,-83.488545
"Phoenix , United States",DVT,33.4117,112.457
"Hondo, United States",HDO,29.3591,-99.1775
"McKinley Park, United States",MCL,63.732757,-148.91129
